name,genre,year_of_release,publisher,sales,critic_score,user_score,critic_user_diff,developer,rating,platform,year_choices,stat_diff
Tom Clancy's Splinter Cell: Blacklist,Action,2013,Ubisoft,0.12,75,78,-3,Ubisoft,M,WiiU,2013,No
Samurai Warriors 4-II,Action,2015,Tecmo Koei,0.12,73,73,0,Omega Force,T,PS4,2015,No
Castlevania: Curse of Darkness,Action,2005,Konami Digital Entertainment,0.12,74,70,4,Konami,M,XB,2005,No
Battles of Prince of Persia,Strategy,2005,Ubisoft,0.12,64,77,-13,Ubisoft,E10+,DS,2005,No
LEGO Batman 2: DC Super Heroes,Action,2013,Warner Bros. Interactive Entertainment,0.12,77,73,4,TT Games,E10+,WiiU,2013,No
FIFA 17,Sports,2016,Electronic Arts,0.12,84,42,42,EA,E,PC,2016,Yes
FIFA Soccer,Sports,2005,Electronic Arts,0.12,73,77,-4,EA,E,PSP,2005,No
Darkspore,Role-Playing,2011,Electronic Arts,0.12,65,60,5,Maxis,T,PC,2011,No
Self-Defense Training Camp,Sports,2011,Ubisoft,0.12,21,50,-29,Ubisoft,T,X360,2011,Yes
"NASCAR 07",Racing,2006,Electronic Arts,0.11,68,89,-21,EA,E,PS2,2006,No
FIFA Street 2,Sports,2006,Electronic Arts,0.11,63,57,6,EA,E,GC,2006,No
Fantastic Four: Rise of the Silver Surfer,Action,2007,Take-Two Interactive,0.11,45,54,-9,Visual Concepts,T,X360,2007,No
NFL Head Coach 09,Sports,2008,Electronic Arts,0.11,67,84,-17,EA,E,X360,2008,No
Mega Man Battle Chip Challenge,Misc,2003,Capcom,0.11,54,83,-29,Capcom,E,GBA,2003,Yes
Ring of Red,Strategy,2000,Konami Digital Entertainment,0.11,82,87,-5,Konami,T,PS2,2000,No
MLB 13: The Show,Sports,2013,Sony Computer Entertainment,0.11,75,75,0,EA,E,PSV,2013,No
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.11,67,77,-10,Ubisoft,T,XB,2003,No
Zubo,Misc,2008,Electronic Arts,0.11,75,76,-1,EA,E10+,DS,2008,No
TMNT,Action,2007,Ubisoft,0.11,37,41,-4,Ubisoft,E10+,PSP,2007,No
Sabrina The Teenage Witch: Potion Commotion,Action,2002,Ubisoft,0.11,63,28,35,Ubisoft,E,GBA,2002,Yes
MLB Power Pros,Sports,2007,Konami Digital Entertainment,0.11,80,88,-8,Konami,E,PS2,2007,No
GoldenEye: Rogue Agent,Shooter,2005,Electronic Arts,0.11,58,75,-17,EA,T,DS,2005,No
Capcom vs. SNK 2 EO,Fighting,2002,Capcom,0.11,68,89,-21,Capcom,T,GC,2002,No
Open Season,Platform,2006,Ubisoft,0.11,59,73,-14,Ubisoft,E10+,X360,2006,No
Call of Juarez: The Cartel,Shooter,2011,Ubisoft,0.11,51,33,18,Ubisoft,M,PC,2011,No
FIFA Soccer 06,Sports,2005,Electronic Arts,0.11,77,77,0,EA,E,PSP,2005,No
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.11,68,53,15,Ubisoft,E,Wii,2009,No
Mortal Kombat: Deception,Fighting,2005,Midway Games,0.11,77,89,-12,Midway,M,GC,2005,No
Bionicle Heroes,Shooter,2006,Other,0.11,51,52,-1,Traveller's Tales,E10+,GC,2006,No
Ninja Assault,Shooter,2002,Other,0.11,60,53,7,Namco,T,PS2,2002,No
Samurai Warriors 4,Action,2014,Tecmo Koei,0.11,76,86,-10,Omega Force,T,PSV,2014,No
NBA Live 16,Sports,2015,Electronic Arts,0.11,60,56,4,EA,E,XOne,2015,No
Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.11,85,62,23,Konami,E,XOne,2015,No
Tiger Woods PGA Tour 06,Sports,2005,Electronic Arts,0.11,82,48,34,EA,E,GC,2005,Yes
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.11,72,73,-1,EA,E,PSP,2006,No
MLB 14: The Show,Sports,2014,Other,0.11,68,70,-2,EA,E,PSV,2014,No
Tom Clancy's Splinter Cell: Conviction,Action,2010,Ubisoft,0.11,83,52,31,Ubisoft,M,PC,2010,Yes
Dead to Rights II,Shooter,2005,Electronic Arts,0.11,54,74,-20,Namco,M,XB,2005,No
Rocky Balboa,Sports,2007,Ubisoft,0.1,58,66,-8,Ubisoft,T,PSP,2007,No
Gravity Games Bike: Street Vert Dirt,Sports,2002,Midway Games,0.1,24,41,-17,Midway,T,PS2,2002,No
Family Feud: 2012 Edition,Misc,2011,Ubisoft,0.1,47,53,-6,Ubisoft,E10+,X360,2011,No
F1 Career Challenge,Racing,2003,Electronic Arts,0.1,70,77,-7,EA,E,PS2,2003,No
Pro Evolution Soccer 2014,Action,2013,Konami Digital Entertainment,0.1,74,44,30,Konami,E,PC,2013,Yes
Tom Clancy's Splinter Cell: Chaos Theory,Action,2005,Ubisoft,0.1,81,85,-4,Ubisoft,M,GC,2005,No
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.1,66,60,6,Ubisoft,E,PS3,2009,No
Death By Degrees,Action,2005,Sony Computer Entertainment,0.1,51,62,-11,Namco,M,PS2,2005,No
Colin McRae Rally 04,Racing,2004,Codemasters,0.1,84,81,3,Codemasters,E,XB,2004,No
FIFA Street,Sports,2005,Electronic Arts,0.1,60,80,-20,EA,E,XB,2005,No
The Sims 4: City Living,Simulation,2016,Electronic Arts,0.1,77,57,20,Maxis,T,PC,2016,No
Blitz: The League II,Sports,2008,Midway Games,0.1,68,72,-4,Midway,M,X360,2008,No
Capcom vs. SNK 2 EO,Fighting,2003,Capcom,0.1,80,87,-7,Capcom,T,XB,2003,No
E·O·E: Eve of Extinction,Fighting,2002,Other,0.1,57,72,-15,Yuke's,T,PS2,2002,No
NHL 2004,Sports,2003,Electronic Arts,0.1,85,84,1,EA,E,GC,2003,No
Surf's Up,Sports,2007,Ubisoft,0.1,61,61,0,Ubisoft,E10+,X360,2007,No
NFL Tour,Sports,2008,Electronic Arts,0.1,49,31,18,EA,E,X360,2008,No
Harry Potter and the Deathly Hallows - Part 1,Action,2010,Electronic Arts,0.1,37,41,-4,EA,T,PC,2010,No
Resident Evil: Revelations 2,Action,2015,Capcom,0.1,75,75,0,Capcom,M,XOne,2015,No
Tom Clancy's Splinter Cell,Action,2003,Ubisoft,0.1,77,86,-9,Ubisoft,T,GBA,2003,No
Silent Scope Complete,Shooter,2004,Konami Digital Entertainment,0.1,69,74,-5,Konami,M,XB,2004,No
Samurai Warriors 4: Empires,Action,2015,Tecmo Koei,0.1,71,65,6,Omega Force,T,PS4,2015,No
Steel Battalion,Simulation,2002,Other,0.1,83,85,-2,Capcom,T,XB,2002,No
Power Stone Collection,Action,2006,Capcom,0.1,74,68,6,Capcom,T,PSP,2006,No
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.09,80,62,18,Capcom,T,PS3,2011,No
Brain Age: Concentration Training,Puzzle,2012,Nintendo,0.09,71,79,-8,Nintendo,E,3DS,2012,No
Bladestorm: The Hundred Years' War,Action,2007,Tecmo Koei,0.09,63,68,-5,Omega Force,T,X360,2007,No
NCAA March Madness 08,Sports,2007,Electronic Arts,0.09,67,38,29,EA,E,PS3,2007,Yes
Driver: Renegade,Racing,2011,Ubisoft,0.09,48,50,-2,Ubisoft,M,3DS,2011,No
Shadow of Destiny,Adventure,2009,Konami Digital Entertainment,0.09,54,82,-28,Konami,T,PSP,2009,Yes
Michael Jackson: The Experience,Misc,2011,Ubisoft,0.09,57,58,-1,Ubisoft,E10+,PSV,2011,No
Arslan: The Warriors of Legend,Action,2015,Tecmo Koei,0.09,69,66,3,Omega Force,T,PS4,2015,No
GRID Autosport,Racing,2014,Codemasters,0.09,75,60,15,Codemasters,E,X360,2014,No
Henry Hatsworth in the Puzzling Adventure,Puzzle,2009,Electronic Arts,0.09,82,80,2,EA,E,DS,2009,No
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,2005,Other,0.09,65,73,-8,Capcom,E10+,XB,2005,No
XIII,Shooter,2003,Ubisoft,0.09,73,77,-4,Ubisoft,M,GC,2003,No
The Sims 2: Apartment Life,Simulation,2008,Electronic Arts,0.09,75,77,-2,EA,T,PC,2008,No
Cloudy With a Chance of Meatballs,Platform,2009,Ubisoft,0.09,62,65,-3,Ubisoft,E,X360,2009,No
NCAA Football 08,Sports,2007,Electronic Arts,0.08,82,81,1,EA,E,XB,2007,No
Marvel Nemesis: Rise of the Imperfects,Fighting,2005,Electronic Arts,0.08,34,65,-31,EA,E10+,DS,2005,Yes
Onimusha Tactics,Strategy,2003,Capcom,0.08,64,87,-23,Capcom,T,GBA,2003,No
TOCA Race Driver 3,Racing,2006,Codemasters,0.08,82,72,10,Codemasters,E10+,PS2,2006,No
FIFA Street 2,Sports,2006,Electronic Arts,0.08,63,71,-8,EA,E,XB,2006,No
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.08,69,68,1,Ubisoft,T,XB,2006,No
Strider 2,Platform,2000,Other,0.08,69,81,-12,Capcom,E,PS,2000,No
Pro Evolution Soccer 2013,Sports,2012,Konami Digital Entertainment,0.08,80,69,11,Konami,E,PC,2012,No
FIFA Soccer 2005,Sports,2004,Electronic Arts,0.08,75,78,-3,EA,E,GBA,2004,No
NHL 06,Sports,2005,Electronic Arts,0.08,78,93,-15,EA,E10+,GC,2005,No
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,2004,Ubisoft,0.08,78,80,-2,Ubisoft,T,GC,2004,No
FIFA Soccer 2003,Sports,2002,Electronic Arts,0.08,86,78,8,EA,E,GC,2002,No
Major League Baseball 2K11,Sports,2011,Take-Two Interactive,0.08,74,59,15,Visual Concepts,E,PC,2011,No
Warriors Orochi 3 Hyper,Action,2012,Tecmo Koei,0.08,64,74,-10,Omega Force,T,WiiU,2012,No
NBA 10: The Inside,Sports,2009,Sony Computer Entertainment,0.08,69,30,39,EA,E,PSP,2009,Yes
Resident Evil 6,Shooter,2016,Capcom,0.08,60,67,-7,Capcom,M,PS4,2016,No
Assassin's Creed: Rogue,Action,2015,Ubisoft,0.08,74,75,-1,Ubisoft,M,PC,2015,No
Far Cry Vengeance,Shooter,2006,Ubisoft,0.08,38,53,-15,Ubisoft,M,Wii,2006,No
Super Monkey Ball Adventure,Platform,2006,Other,0.08,56,59,-3,TT Games,E,PSP,2006,No
Assassin's Creed The Ezio Collection,Action,2016,Ubisoft,0.08,74,76,-2,Ubisoft,M,XOne,2016,No
Samurai Warriors 2,Action,2006,Tecmo Koei,0.08,52,87,-35,Omega Force,T,X360,2006,Yes
Silent Hunter III,Simulation,2005,Ubisoft,0.08,90,79,11,Ubisoft,T,PC,2005,No
NHL Hitz 20-03,Sports,2002,Midway Games,0.08,82,84,-2,Midway,E,GC,2002,No
Urban Reign,Action,2005,Other,0.08,60,82,-22,Namco,T,PS2,2005,No
Resident Evil 3: Nemesis,Action,2003,Capcom,0.08,62,83,-21,Capcom,M,GC,2003,No
Samurai Warriors Chronicles 3,Action,2014,Tecmo Koei,0.08,63,61,2,Omega Force,T,3DS,2014,No
Madden NFL 08,Sports,2007,Electronic Arts,0.08,75,70,5,EA,E,GC,2007,No
Need For Speed: Undercover,Racing,2008,Electronic Arts,0.08,65,49,16,EA,T,PC,2008,No
Elebits: The Adventures of Kai and Zero,Adventure,2008,Konami Digital Entertainment,0.08,75,83,-8,Konami,E,DS,2008,No
Far Cry Instincts Evolution,Shooter,2006,Ubisoft,0.08,78,63,15,Ubisoft,M,XB,2006,No
Cosmic Family,Misc,2007,Ubisoft,0.08,54,57,-3,Ubisoft,E,Wii,2007,No
Dynasty Warriors 3,Action,2002,Other,0.08,70,89,-19,Omega Force,T,XB,2002,No
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.07,75,79,-4,Ubisoft,E,XB,2003,No
Superman Returns,Action,2006,Electronic Arts,0.07,33,49,-16,EA,E,DS,2006,No
Super Ghouls 'n Ghosts,Platform,2002,Capcom,0.07,78,88,-10,Capcom,E,GBA,2002,No
Need for Speed Underground 2,Racing,2004,Electronic Arts,0.07,82,85,-3,EA,T,PC,2004,No
The Lord of the Rings: The Battle for Middle-Earth,Strategy,2004,Electronic Arts,0.07,82,86,-4,EA,T,PC,2004,No
Tom Clancy's Ghost Recon 2,Shooter,2005,Ubisoft,0.07,54,14,40,Ubisoft,T,GC,2005,Yes
Haunting Ground,Action,2005,Capcom,0.07,67,88,-21,Capcom,M,PS2,2005,No
Operation Flashpoint: Red River,Shooter,2011,Codemasters,0.07,67,49,18,Codemasters,M,PC,2011,No
Child of Light,Role-Playing,2014,Ubisoft,0.07,83,78,5,Ubisoft,E10+,PSV,2014,No
Samurai Warriors,Action,2004,Tecmo Koei,0.07,71,90,-19,Omega Force,T,XB,2004,No
FIFA Soccer 2004,Sports,2003,Electronic Arts,0.07,83,62,21,EA,E,GC,2003,No
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.07,77,83,-6,Ubisoft,E,GC,2003,No
Open Season,Platform,2006,Ubisoft,0.07,49,56,-7,Ubisoft,E10+,Wii,2006,No
BeatMania,Simulation,2006,Konami Digital Entertainment,0.07,67,89,-22,Konami,E10+,PS2,2006,No
Bionicle Heroes,Shooter,2006,Other,0.07,59,59,0,Traveller's Tales,E10+,X360,2006,No
The Sims 2: Seasons,Simulation,2007,Electronic Arts,0.07,78,73,5,Maxis,T,PC,2007,No
Eagle Flight,Adventure,2016,Ubisoft,0.07,72,78,-6,Ubisoft,E10+,PS4,2016,No
Dragon Valor,Role-Playing,1999,Sony Computer Entertainment,0.07,57,83,-26,Namco,T,PS,Before 2000,Yes
NHL 2005,Sports,2004,Electronic Arts,0.07,75,56,19,EA,E,GC,2004,No
Ultimate Marvel vs. Capcom 3,Fighting,2011,Capcom,0.07,79,62,17,Capcom,T,X360,2011,No
RedCard 20-03,Sports,2002,Midway Games,0.07,73,90,-17,Midway,E,PS2,2002,No
Batman: Rise of Sin Tzu,Action,2003,Ubisoft,0.07,63,68,-5,Ubisoft,E,GBA,2003,No
Resident Evil 5,Action,2009,Capcom,0.07,86,71,15,Capcom,M,PC,2009,No
Prince of Persia: The Fallen King,Action,2008,Ubisoft,0.07,64,60,4,Ubisoft,E,DS,2008,No
187: Ride or Die,Racing,2005,Ubisoft,0.06,51,69,-18,Ubisoft,M,XB,2005,No
GRID 2,Racing,2013,Codemasters,0.06,80,57,23,Codemasters,E,PC,2013,No
Samurai Warriors Chronicles 3,Action,2014,Tecmo Koei,0.06,70,79,-9,Omega Force,T,PSV,2014,No
F1 2001,Racing,2001,Electronic Arts,0.06,83,55,28,EA,E,XB,2001,Yes
Mirror's Edge Catalyst,Platform,2016,Electronic Arts,0.06,74,44,30,EA,T,PC,2016,Yes
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,2004,Ubisoft,0.06,68,62,6,Ubisoft,T,GBA,2004,No
NHL 2K9,Sports,2008,Take-Two Interactive,0.06,65,54,11,Visual Concepts,E10+,Wii,2008,No
Jurassic Park III: Park Builder,Simulation,2001,Konami Digital Entertainment,0.06,65,80,-15,Konami,E,GBA,2001,No
The LEGO Movie Videogame,Action,2014,Warner Bros. Interactive Entertainment,0.06,68,68,0,TT Games,E10+,PC,2014,No
LEGO Batman: The Videogame,Action,2008,Warner Bros. Interactive Entertainment,0.06,80,78,2,Traveller's Tales,E10+,PC,2008,No
Theme Park,Simulation,2007,Electronic Arts,0.06,72,76,-4,EA,E,DS,2007,No
Create,Action,2010,Electronic Arts,0.06,54,68,-14,EA,E,PC,2010,No
Mobile Suit Gundam: Gundam vs. Zeta Gundam,Shooter,2004,Other,0.06,57,86,-29,Capcom,T,PS2,2004,Yes
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,2005,Konami Digital Entertainment,0.06,58,70,-12,Konami,E,DS,2005,No
Tom Clancy's Ghost Recon: Advanced Warfighter,Shooter,2006,Ubisoft,0.06,44,46,-2,Ubisoft,T,PS2,2006,No
Resident Evil 2,Action,2003,Capcom,0.06,59,85,-26,Capcom,M,GC,2003,Yes
Catwoman,Action,2004,Electronic Arts,0.06,45,46,-1,EA,T,XB,2004,No
Warriors Orochi 2,Action,2008,Tecmo Koei,0.06,44,81,-37,Omega Force,T,X360,2008,Yes
Street Fighter V,Fighting,2016,Capcom,0.06,74,29,45,Capcom,T,PC,2016,Yes
Tom Clancy's Splinter Cell: Double Agent,Action,2006,Ubisoft,0.06,64,71,-7,Ubisoft,M,GC,2006,No
The Sims 2: University,Simulation,2005,Electronic Arts,0.06,81,78,3,Maxis,T,PC,2005,No
NBA Live 07,Sports,2006,Electronic Arts,0.06,69,68,1,EA,E,XB,2006,No
Tom Clancy's Rainbow Six 3,Shooter,2004,Ubisoft,0.06,68,82,-14,Ubisoft,M,GC,2004,No
Mirror's Edge,Platform,2009,Electronic Arts,0.06,81,81,0,EA,T,PC,2009,No
Final Fight: Streetwise,Action,2006,Capcom,0.05,43,62,-19,Capcom,M,PS2,2006,No
Dynasty Warriors 5,Action,2005,Tecmo Koei,0.05,66,80,-14,Omega Force,T,XB,2005,No
UEFA Euro 2004: Portugal,Sports,2004,Electronic Arts,0.05,74,81,-7,EA,E,XB,2004,No
NFL Blitz Pro,Sports,2003,Midway Games,0.05,71,66,5,Midway,E,XB,2003,No
Medal of Honor: Airborne,Shooter,2007,Electronic Arts,0.05,78,73,5,EA,T,PC,2007,No
UEFA Champions League 2006-2007,Sports,2007,Electronic Arts,0.05,72,82,-10,EA,E,X360,2007,No
F1 2015,Racing,2015,Codemasters,0.05,61,36,25,Codemasters,E,PC,2015,No
Tom Clancy's HAWX 2,Action,2010,Ubisoft,0.05,66,38,28,Ubisoft,T,PC,2010,Yes
IndyCar Series,Racing,2003,Codemasters,0.05,71,78,-7,Codemasters,E,XB,2003,No
Bladestorm: Nightmare,Action,2015,Tecmo Koei,0.05,48,71,-23,Omega Force,T,XOne,2015,No
Operation Flashpoint: Dragon Rising,Shooter,2009,Codemasters,0.05,76,49,27,Codemasters,M,PC,2009,Yes
Rave Master,Fighting,2002,Konami Digital Entertainment,0.05,60,63,-3,Konami,T,GC,2002,No
DiRT 2,Racing,2009,Codemasters,0.05,89,82,7,Codemasters,T,PC,2009,No
Child of Light,Role-Playing,2014,Ubisoft,0.05,82,80,2,Ubisoft,E10+,PS4,2014,No
Dynasty Warriors Vol. 2,Action,2006,Tecmo Koei,0.05,57,81,-24,Omega Force,T,PSP,2006,No
LEGO Indiana Jones 2: The Adventure Continues,Action,2009,Activision,0.05,66,80,-14,Traveller's Tales,E10+,PC,2009,No
Rugby 06,Sports,2006,Electronic Arts,0.05,70,78,-8,EA,E,PS2,2006,No
2002 FIFA World Cup,Sports,2002,Electronic Arts,0.05,78,77,1,EA,E,GC,2002,No
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,2006,Electronic Arts,0.05,79,75,4,EA,T,X360,2006,No
Colin McRae Rally 2005,Racing,2004,Codemasters,0.05,83,75,8,Codemasters,E,XB,2004,No
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.05,87,61,26,Konami,E,XOne,2016,Yes
FIFA Soccer 10,Sports,2009,Electronic Arts,0.05,72,38,34,EA,E,PC,2009,Yes
Tom Clancy's Rainbow Six: Lockdown,Shooter,2005,Ubisoft,0.05,72,78,-6,Ubisoft,M,GC,2005,No
The Sims,Simulation,2000,Electronic Arts,0.05,92,79,13,Maxis,T,PC,2000,No
Silent Hunter: Wolves of the Pacific,Simulation,2007,Ubisoft,0.05,79,69,10,Ubisoft,T,PC,2007,No
Resident Evil 6,Shooter,2016,Capcom,0.05,63,63,0,Capcom,M,XOne,2016,No
Disney's Donald Duck: Goin' Quackers,Platform,2002,Ubisoft,0.04,61,30,31,Ubisoft,E,GC,2002,Yes
Pro Evolution Soccer 2016,Sports,2015,Konami Digital Entertainment,0.04,76,43,33,Konami,E,PC,2015,Yes
Tom Clancy's HAWX,Action,2009,Ubisoft,0.04,70,73,-3,Ubisoft,T,PC,2009,No
"NASCAR 07",Racing,2006,Electronic Arts,0.04,72,70,2,EA,E,XB,2006,No
Dance Dance Revolution Disney Mix,Simulation,2000,Konami Digital Entertainment,0.04,74,83,-9,Konami,E,PS,2000,No
Need for Speed: ProStreet,Racing,2007,Electronic Arts,0.04,70,59,11,EA,E10+,PC,2007,No
Gravity Falls: Legend of the Gnome Gemulets,Action,2015,Ubisoft,0.04,46,58,-12,Ubisoft,E,3DS,2015,No
The Sims Deluxe,Simulation,2002,Electronic Arts,0.04,92,82,10,Maxis,T,PC,2002,No
LEGO Indiana Jones: The Original Adventures,Action,2008,Other,0.04,78,77,1,Traveller's Tales,E10+,PC,2008,No
The Sims 2: Pets,Simulation,2006,Electronic Arts,0.04,76,77,-1,Maxis,T,PC,2006,No
Devil May Cry 4,Action,2008,Capcom,0.04,78,85,-7,Capcom,M,PC,2008,No
Samurai Warriors 2: Empires,Action,2007,Tecmo Koei,0.04,53,85,-32,Omega Force,T,X360,2007,Yes
Fisherman's Challenge,Sports,2003,Konami Digital Entertainment,0.04,67,75,-8,Konami,E,PS2,2003,No
Resident Evil: Revelations,Action,2013,Capcom,0.04,77,70,7,Capcom,M,PC,2013,No
Dead Rising,Action,2016,Capcom,0.04,78,66,12,Capcom,M,PS4,2016,No
Surf's Up,Sports,2007,Ubisoft,0.04,59,51,8,Ubisoft,E10+,PS3,2007,No
Colin McRae Rally 3,Racing,2002,Codemasters,0.04,86,74,12,Codemasters,E,XB,2002,No
TMNT,Action,2007,Ubisoft,0.04,42,22,20,Ubisoft,E10+,DS,2007,No
LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,0.04,72,71,1,TT Games,E10+,PC,2015,No
Pro Race Driver,Racing,2003,Codemasters,0.04,80,75,5,Codemasters,T,XB,2003,No
FIFA World Cup Germany 2006,Sports,2006,Electronic Arts,0.04,71,72,-1,EA,E,DS,2006,No
Rugby 08,Sports,2007,Electronic Arts,0.04,74,74,0,EA,E,PS2,2007,No
Bionicle Heroes,Shooter,2007,Other,0.04,52,58,-6,Traveller's Tales,E10+,Wii,2007,No
Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,0.04,63,71,-8,EA,E10+,PC,2007,No
Just Dance 2017,Misc,2016,Ubisoft,0.04,75,80,-5,Ubisoft,E10+,XOne,2016,No
TOCA Race Driver 3,Racing,2006,Codemasters,0.03,84,80,4,Codemasters,E10+,XB,2006,No
WRC: FIA World Rally Championship,Racing,2005,Sony Computer Entertainment,0.03,67,78,-11,Traveller's Tales,E,PSP,2005,No
The Sum of All Fears,Shooter,2003,Ubisoft,0.03,36,34,2,Ubisoft,T,GC,2003,No
FIFA World Cup: Germany 2006,Sports,2006,Electronic Arts,0.03,57,69,-12,EA,E,GBA,2006,No
Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,0.03,75,66,9,Ubisoft,T,PC,2010,No
DiRT Rally,Racing,2016,Codemasters,0.03,86,87,-1,Codemasters,E,PC,2016,No
F1 2002,Racing,2002,Electronic Arts,0.03,72,78,-6,EA,E,GC,2002,No
Rabbids Land,Misc,2012,Ubisoft,0.03,52,52,0,Ubisoft,E10+,WiiU,2012,No
Rayman 3: Hoodlum Havoc,Platform,2003,Ubisoft,0.03,74,83,-9,Ubisoft,E,PC,2003,No
Klonoa 2: Dream Champ Tournament,Platform,2002,Other,0.03,78,93,-15,Namco,E,GBA,2002,No
SimCity,Simulation,1988,Other,0.03,64,22,42,Maxis,E10+,PC,Before 2000,Yes
Harry Potter and the Half-Blood Prince,Action,2009,Electronic Arts,0.03,64,61,3,EA,E10+,PC,2009,No
NBA 08,Sports,2007,Sony Computer Entertainment,0.03,75,75,0,EA,E,PSP,2007,No
NBA 2K13,Sports,2012,Take-Two Interactive,0.03,90,68,22,Visual Concepts,E,PC,2012,No
Resident Evil 4,Action,2007,Ubisoft,0.03,76,74,2,Capcom,M,PC,2007,No
LEGO Pirates of the Caribbean: The Video Game,Action,2011,Other,0.03,73,66,7,Traveller's Tales,E10+,PC,2011,No
LEGO Harry Potter: Years 1-4,Action,2010,Warner Bros. Interactive Entertainment,0.03,79,79,0,Traveller's Tales,E10+,PC,2010,No
Gotcha Force,Shooter,2003,Capcom,0.03,56,82,-26,Capcom,E,GC,2003,Yes
Jet Grind Radio,Action,2003,Other,0.03,74,93,-19,Vicarious Visions,E,GBA,2003,No
NHL 07,Sports,2006,Electronic Arts,0.03,75,77,-2,EA,E10+,XB,2006,No
Medal of Honor: Vanguard,Shooter,2007,Electronic Arts,0.03,63,61,2,EA,T,PS2,2007,No
Super Monkey Ball Adventure,Platform,2006,Other,0.03,53,67,-14,TT Games,E,PS2,2006,No
MySims,Simulation,2008,Electronic Arts,0.03,70,64,6,EA,E,PC,2008,No
The Sims 2: Bon Voyage,Simulation,2007,Electronic Arts,0.03,74,73,1,Maxis,T,PC,2007,No
Battlefield 2142,Shooter,2006,Electronic Arts,0.03,80,68,12,EA,T,PC,2006,No
Lost Planet 2,Shooter,2010,Capcom,0.03,63,63,0,Capcom,T,PC,2010,No
GRID Autosport,Racing,2014,Codemasters,0.02,78,62,16,Codemasters,E,PC,2014,No
Steel Battalion: Line of Contact,Simulation,2004,Capcom,0.02,70,80,-10,Capcom,T,XB,2004,No
NBA Starting Five,Sports,2002,Konami Digital Entertainment,0.02,48,55,-7,Konami,E,XB,2002,No
Warhammer Online: Age of Reckoning,Role-Playing,2008,Other,0.02,86,79,7,EA,T,PC,2008,No
Capcom Digital Collection,Action,2012,Capcom,0.02,65,53,12,Capcom,T,X360,2012,No
Tom Clancy's Rainbow Six: Vegas 2,Shooter,2008,Ubisoft,0.02,78,73,5,Ubisoft,M,PC,2008,No
DiRT,Racing,2007,Codemasters,0.02,84,73,11,Codemasters,E,PC,2007,No
Tom Clancy's EndWar,Strategy,2009,Ubisoft,0.02,68,67,1,Ubisoft,T,PC,2009,No
F1 Race Stars,Racing,2012,Codemasters,0.02,62,54,8,Codemasters,E,PC,2012,No
Group S Challenge,Racing,2003,Capcom,0.02,57,60,-3,Capcom,E,XB,2003,No
The Lord of the Rings: The Battle for Middle-Earth II,Strategy,2006,Electronic Arts,0.02,84,75,9,EA,T,PC,2006,No
FIFA Soccer 09,Sports,2008,Electronic Arts,0.02,77,68,9,EA,E,PC,2008,No
Pro Evolution Soccer 2017,Sports,2016,Konami Digital Entertainment,0.02,69,37,32,Konami,E,PC,2016,Yes
Blazing Angels: Squadrons of WWII,Simulation,2006,Ubisoft,0.02,65,46,19,Ubisoft,T,PC,2006,No
Dynasty Warriors 8: Empires,Action,2015,Tecmo Koei,0.02,70,74,-4,Omega Force,T,PSV,2015,No
TOCA Race Driver 3,Racing,2006,Codemasters,0.02,84,78,6,Codemasters,E10+,PC,2006,No
Tom Clancy's Splinter Cell Classic Trilogy HD,Action,2011,Ubisoft,0.02,67,68,-1,Ubisoft,M,PS3,2011,No
Marvel Avengers: Battle for Earth,Action,2012,Ubisoft,0.02,62,73,-11,Ubisoft,T,X360,2012,No
NHL 09,Sports,2008,Electronic Arts,0.02,62,41,21,EA,E10+,PC,2008,No
NBA 07,Sports,2006,Sony Computer Entertainment,0.02,63,68,-5,EA,E,PS2,2006,No
Lost: Via Domus,Action,2008,Ubisoft,0.02,52,60,-8,Ubisoft,T,PC,2008,No
LEGO Star Wars II: The Original Trilogy,Action,2006,Activision,0.02,86,82,4,Traveller's Tales,E10+,PC,2006,No
Colin McRae Rally 2005,Racing,2004,Codemasters,0.02,83,71,12,Codemasters,E,PC,2004,No
Online Chess Kingdoms,Misc,2006,Konami Digital Entertainment,0.02,60,68,-8,Konami,E,PSP,2006,No
FIFA Soccer 08,Sports,2007,Electronic Arts,0.02,77,61,16,EA,E,PC,2007,No
